CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST013100,1229,1,1769.5,1,1,3,113,Lost Customers
CUST013101,969,1,977.7,2,1,2,212,Lost Customers
CUST013102,420,2,2477.13,3,2,4,324,Others
CUST013104,47,2,623.6,5,2,1,521,Others
CUST013105,1690,1,97.79,1,1,1,111,Lost Customers
CUST013106,26,6,6202.0599999999995,5,5,5,555,Champions
CUST013107,451,3,3752.54,3,4,5,345,Loyal Customers
CUST013108,1556,1,1119.75,1,1,2,112,Lost Customers
CUST013110,1082,2,1552.1100000000001,1,2,3,123,Lost Customers
CUST013111,1444,1,763.14,1,1,2,112,Lost Customers
CUST013112,186,6,6824.58,4,5,5,455,Champions
CUST013113,478,1,483.75,3,1,1,311,Others
CUST013114,2,2,301.33,5,2,1,521,Others
CUST013115,1137,2,225.16,1,2,1,121,Lost Customers
CUST013116,15,1,228.07,5,1,1,511,Others
CUST013118,295,3,2373.34,4,4,4,444,Champions
CUST013119,438,3,2002.69,3,4,3,343,Loyal Customers
CUST013120,73,2,3267.3999999999996,5,2,4,524,Others
CUST013121,65,2,2558.76,5,2,4,524,Others
CUST013122,84,3,2496.8100000000004,5,4,4,544,Champions
CUST013123,1136,3,1680.4699999999998,1,4,3,143,Loyal Customers
CUST013124,229,1,1469.8,4,1,3,413,Others
CUST013125,316,1,616.31,4,1,1,411,Others
CUST013128,1233,3,1227.86,1,4,2,142,At Risk
CUST013129,366,4,5527.84,4,5,5,455,Champions
CUST013132,682,1,301.46,2,1,1,211,Lost Customers
CUST013133,448,4,2298.72,3,5,4,354,Loyal Customers
CUST013134,492,6,5833.12,3,5,5,355,Loyal Customers
CUST013135,1502,1,544.53,1,1,1,111,Lost Customers
CUST013136,717,1,1018.57,2,1,2,212,Lost Customers
CUST013137,759,1,331.01,2,1,1,211,Lost Customers
CUST013138,342,1,836.88,4,1,2,412,Others
CUST013139,1046,1,1580.47,2,1,3,213,Lost Customers
CUST013140,59,4,3254.23,5,5,4,554,Champions
CUST013141,519,3,2924.7799999999997,3,4,4,344,Loyal Customers
CUST013142,1131,1,149.09,1,1,1,111,Lost Customers
CUST013143,120,4,4728.97,5,5,5,555,Champions
CUST013144,515,2,1654.48,3,2,3,323,Others
CUST013145,1283,3,3448.71,1,4,5,145,Loyal Customers
CUST013146,1407,2,1331.47,1,2,2,122,Lost Customers
CUST013147,1697,1,525.72,1,1,1,111,Lost Customers
CUST013148,1280,2,1413.7900000000002,1,2,2,122,Lost Customers
CUST013149,425,3,2734.0,3,4,4,344,Loyal Customers
CUST013151,61,5,3626.16,5,5,5,555,Champions
CUST013152,370,2,5297.13,4,2,5,425,Others
CUST013153,532,1,503.3,3,1,1,311,Others
CUST013154,118,2,960.23,5,2,2,522,Others
CUST013156,8,5,3724.04,5,5,5,555,Champions
CUST013158,495,2,1917.66,3,2,3,323,Others
CUST013159,510,2,1658.8799999999999,3,2,3,323,Others
CUST013160,558,4,2510.9,3,5,4,354,Loyal Customers
CUST013161,546,3,2215.56,3,4,3,343,Loyal Customers
CUST013162,465,1,334.74,3,1,1,311,Others
CUST013163,539,4,5036.13,3,5,5,355,Loyal Customers
CUST013164,3,6,4460.71,5,5,5,555,Champions
CUST013165,168,6,7291.6,5,5,5,555,Champions
CUST013166,314,5,3121.08,4,5,4,454,Champions
CUST013167,186,1,176.51,4,1,1,411,Others
CUST013168,575,2,1091.3,3,2,2,322,Others
CUST013169,506,2,1631.76,3,2,3,323,Others
CUST013170,375,3,1279.3700000000001,4,4,2,442,Potential Loyalists
CUST013172,1696,1,1666.42,1,1,3,113,Lost Customers
CUST013174,25,3,2403.43,5,4,4,544,Champions
CUST013175,1100,1,2161.73,1,1,3,113,Lost Customers
CUST013176,116,4,3536.02,5,5,5,555,Champions
CUST013177,1431,2,1415.9099999999999,1,2,3,123,Lost Customers
CUST013178,597,3,980.77,3,4,2,342,Others
CUST013179,1373,1,72.45,1,1,1,111,Lost Customers
CUST013180,112,3,3341.18,5,4,5,545,Champions
CUST013181,1083,1,374.35,1,1,1,111,Lost Customers
CUST013182,225,2,1387.01,4,2,2,422,Others
CUST013183,201,2,444.3,4,2,1,421,Others
CUST013185,555,2,1691.16,3,2,3,323,Others
CUST013186,126,3,2985.37,5,4,4,544,Champions
CUST013187,89,3,4194.88,5,4,5,545,Champions
CUST013188,615,2,2172.1,3,2,3,323,Others
CUST013189,101,2,4182.4,5,2,5,525,Others
CUST013190,1002,1,1418.48,2,1,3,213,Lost Customers
CUST013191,1194,1,57.7,1,1,1,111,Lost Customers
CUST013192,390,3,2181.04,4,4,3,443,Loyal Customers
CUST013193,643,3,3857.67,3,4,5,345,Loyal Customers
CUST013194,438,1,1659.03,3,1,3,313,Others
CUST013195,1454,1,1504.93,1,1,3,113,Lost Customers
CUST013196,58,2,2564.44,5,2,4,524,Others
CUST013197,1303,2,2726.2,1,2,4,124,Lost Customers
CUST013198,226,7,4718.01,4,5,5,455,Champions
CUST013199,249,3,3771.96,4,4,5,445,Champions
CUST013200,517,3,5175.46,3,4,5,345,Loyal Customers
CUST013201,169,3,1318.73,5,4,2,542,Potential Loyalists
CUST013204,101,4,4846.51,5,5,5,555,Champions
CUST013205,494,3,2770.79,3,4,4,344,Loyal Customers
CUST013206,629,2,1413.08,3,2,2,322,Others
CUST013207,476,4,3110.27,3,5,4,354,Loyal Customers
CUST013208,810,1,473.72,2,1,1,211,Lost Customers
CUST013209,425,1,200.79,3,1,1,311,Others
CUST013210,294,2,2370.73,4,2,4,424,Others
CUST013212,728,5,5176.639999999999,2,5,5,255,Loyal Customers
CUST013214,1409,2,1728.58,1,2,3,123,Lost Customers
CUST013215,1272,1,938.71,1,1,2,112,Lost Customers
CUST013218,45,5,4353.860000000001,5,5,5,555,Champions
CUST013219,346,1,2315.4,4,1,4,414,Others
CUST013222,439,3,4741.34,3,4,5,345,Loyal Customers
CUST013223,1692,1,2168.0,1,1,3,113,Lost Customers
CUST013224,495,3,1988.6,3,4,3,343,Loyal Customers
CUST013225,926,2,2464.7799999999997,2,2,4,224,Lost Customers
CUST013227,172,6,6598.61,5,5,5,555,Champions
CUST013228,251,2,2079.06,4,2,3,423,Others
CUST013229,713,1,2040.14,2,1,3,213,Lost Customers
CUST013230,95,1,163.4,5,1,1,511,Others
CUST013231,1461,2,1430.14,1,2,3,123,Lost Customers
CUST013232,878,2,3359.96,2,2,5,225,Lost Customers
CUST013234,40,3,1953.9,5,4,3,543,Loyal Customers
CUST013237,299,2,1103.52,4,2,2,422,Others
CUST013239,153,1,683.05,5,1,1,511,Others
CUST013240,1040,2,3073.92,2,2,4,224,Lost Customers
CUST013242,244,2,3739.67,4,2,5,425,Others
CUST013244,290,2,525.67,4,2,1,421,Others
CUST013245,305,2,1409.4499999999998,4,2,2,422,Others
CUST013248,1138,1,1748.58,1,1,3,113,Lost Customers
CUST013249,677,1,928.25,2,1,2,212,Lost Customers
CUST013250,651,1,860.39,3,1,2,312,Others
CUST013251,760,3,2053.25,2,4,3,243,Loyal Customers
CUST013252,1789,1,94.25,1,1,1,111,Lost Customers
CUST013253,794,1,2001.44,2,1,3,213,Lost Customers
CUST013254,483,1,670.8,3,1,1,311,Others
CUST013255,7,5,6995.879999999999,5,5,5,555,Champions
CUST013256,569,2,981.53,3,2,2,322,Others
CUST013257,520,5,7752.37,3,5,5,355,Loyal Customers
CUST013258,867,3,2569.54,2,4,4,244,Loyal Customers
CUST013259,43,4,2804.39,5,5,4,554,Champions
CUST013261,229,4,5153.23,4,5,5,455,Champions
CUST013262,93,2,863.57,5,2,2,522,Others
CUST013263,1017,1,369.75,2,1,1,211,Lost Customers
CUST013264,280,3,2901.79,4,4,4,444,Champions
CUST013265,205,5,2879.29,4,5,4,454,Champions
CUST013266,918,1,465.84,2,1,1,211,Lost Customers
CUST013267,694,2,1334.1599999999999,2,2,2,222,Lost Customers
CUST013268,223,4,2720.23,4,5,4,454,Champions
CUST013269,8,4,3483.15,5,5,5,555,Champions
CUST013270,404,2,2488.34,3,2,4,324,Others
CUST013271,1351,2,947.29,1,2,2,122,Lost Customers
CUST013272,189,2,380.96,4,2,1,421,Others
CUST013273,404,4,2701.1600000000003,3,5,4,354,Loyal Customers
CUST013274,232,2,1132.3400000000001,4,2,2,422,Others
CUST013275,169,2,519.83,5,2,1,521,Others
CUST013276,21,4,4213.83,5,5,5,555,Champions
CUST013277,193,5,2806.34,4,5,4,454,Champions
CUST013278,401,4,3476.8599999999997,3,5,5,355,Loyal Customers
CUST013279,288,3,4209.38,4,4,5,445,Champions
CUST013280,181,1,1054.06,4,1,2,412,Others
CUST013281,561,1,1187.74,3,1,2,312,Others
CUST013282,451,2,1601.63,3,2,3,323,Others
CUST013283,1249,1,1576.66,1,1,3,113,Lost Customers
CUST013285,780,2,2131.87,2,2,3,223,Lost Customers
CUST013287,70,4,5814.65,5,5,5,555,Champions
CUST013288,338,1,474.29,4,1,1,411,Others
CUST013289,64,4,3850.4,5,5,5,555,Champions
CUST013290,1129,1,1246.62,1,1,2,112,Lost Customers
CUST013291,595,1,2720.29,3,1,4,314,Others
CUST013292,240,1,457.73,4,1,1,411,Others
CUST013293,260,3,3200.12,4,4,4,444,Champions
CUST013294,898,3,2986.1099999999997,2,4,4,244,Loyal Customers
CUST013295,442,4,2784.94,3,5,4,354,Loyal Customers
CUST013296,144,4,4848.37,5,5,5,555,Champions
CUST013297,1483,2,2831.79,1,2,4,124,Lost Customers
CUST013298,504,2,964.52,3,2,2,322,Others
CUST013299,1417,2,1401.48,1,2,2,122,Lost Customers
CUST013300,134,4,2600.57,5,5,4,554,Champions
CUST013301,428,2,2905.0,3,2,4,324,Others
CUST013302,104,6,7992.22,5,5,5,555,Champions
CUST013303,761,1,2228.0,2,1,4,214,Lost Customers
CUST013304,1294,1,507.3,1,1,1,111,Lost Customers
CUST013305,497,3,514.8299999999999,3,4,1,341,Others
CUST013306,661,1,1492.5,3,1,3,313,Others
CUST013308,592,2,302.81,3,2,1,321,Others
CUST013309,1112,3,3213.72,1,4,4,144,Loyal Customers
CUST013310,51,4,6373.91,5,5,5,555,Champions
CUST013311,427,3,5678.900000000001,3,4,5,345,Loyal Customers
CUST013312,1271,1,179.76,1,1,1,111,Lost Customers
CUST013313,1023,1,493.33,2,1,1,211,Lost Customers
CUST013315,515,3,4738.71,3,4,5,345,Loyal Customers
CUST013316,1011,1,313.13,2,1,1,211,Lost Customers
CUST013317,377,3,2484.62,4,4,4,444,Champions
CUST013318,290,3,2724.92,4,4,4,444,Champions
CUST013319,1130,1,111.88,1,1,1,111,Lost Customers
CUST013320,358,1,29.47,4,1,1,411,Others
CUST013321,419,2,3064.12,3,2,4,324,Others
CUST013322,511,2,3017.25,3,2,4,324,Others
CUST013323,355,2,734.9599999999999,4,2,2,422,Others
CUST013324,703,1,88.07,2,1,1,211,Lost Customers
CUST013326,1088,3,4145.32,1,4,5,145,Loyal Customers
CUST013327,376,1,371.3,4,1,1,411,Others
CUST013328,341,1,649.15,4,1,1,411,Others
CUST013329,275,3,2795.9,4,4,4,444,Champions
CUST013330,1126,4,782.2900000000001,1,5,2,152,At Risk
CUST013331,549,3,738.95,3,4,2,342,Others
CUST013332,99,3,4148.22,5,4,5,545,Champions
CUST013333,77,5,2948.57,5,5,4,554,Champions
CUST013334,248,3,3049.58,4,4,4,444,Champions
CUST013335,553,4,4607.8099999999995,3,5,5,355,Loyal Customers
CUST013336,1034,1,1176.53,2,1,2,212,Lost Customers
CUST013338,337,2,1087.24,4,2,2,422,Others
CUST013339,52,3,3099.33,5,4,4,544,Champions
CUST013340,844,1,1083.44,2,1,2,212,Lost Customers
CUST013341,447,2,2505.3799999999997,3,2,4,324,Others
CUST013342,81,2,1220.69,5,2,2,522,Others
CUST013343,926,2,2016.5,2,2,3,223,Lost Customers
CUST013344,38,5,3846.4,5,5,5,555,Champions
CUST013345,7,3,2594.15,5,4,4,544,Champions
CUST013346,522,1,397.33,3,1,1,311,Others
CUST013347,320,3,3018.4,4,4,4,444,Champions
CUST013348,390,1,691.62,4,1,1,411,Others
CUST013349,355,4,3290.11,4,5,4,454,Champions
CUST013350,895,2,2542.88,2,2,4,224,Lost Customers
CUST013351,1156,2,1925.2199999999998,1,2,3,123,Lost Customers
CUST013352,177,4,1530.15,4,5,3,453,Loyal Customers
CUST013353,716,3,1962.5500000000002,2,4,3,243,Loyal Customers
CUST013354,1787,1,667.05,1,1,1,111,Lost Customers
CUST013355,124,2,1969.7399999999998,5,2,3,523,Others
CUST013356,410,4,2113.48,3,5,3,353,Loyal Customers
CUST013357,644,2,878.85,3,2,2,322,Others
CUST013359,90,3,2238.04,5,4,4,544,Champions
CUST013360,1802,1,310.9,1,1,1,111,Lost Customers
CUST013363,1078,2,1696.0,1,2,3,123,Lost Customers
CUST013364,73,6,6960.29,5,5,5,555,Champions
CUST013365,244,4,2614.1800000000003,4,5,4,454,Champions
CUST013366,840,4,3397.75,2,5,5,255,Loyal Customers
CUST013367,923,2,2378.55,2,2,4,224,Lost Customers
CUST013368,119,2,1119.78,5,2,2,522,Others
CUST013369,414,1,67.02,3,1,1,311,Others
CUST013370,393,3,3758.69,3,4,5,345,Loyal Customers
CUST013372,1802,1,1620.8,1,1,3,113,Lost Customers
CUST013374,1094,2,2147.49,1,2,3,123,Lost Customers
CUST013375,210,2,786.96,4,2,2,422,Others
CUST013376,157,1,119.46,5,1,1,511,Others
CUST013377,416,4,5227.16,3,5,5,355,Loyal Customers
CUST013378,475,1,522.62,3,1,1,311,Others
CUST013379,228,2,2250.59,4,2,4,424,Others
CUST013380,774,3,3926.17,2,4,5,245,Loyal Customers
CUST013382,1546,1,896.8,1,1,2,112,Lost Customers
CUST013383,1154,1,715.83,1,1,2,112,Lost Customers
CUST013385,1473,2,853.72,1,2,2,122,Lost Customers
CUST013386,42,2,3471.15,5,2,5,525,Others
CUST013387,334,1,1748.32,4,1,3,413,Others
CUST013389,161,5,5372.17,5,5,5,555,Champions
CUST013390,125,3,4943.33,5,4,5,545,Champions
CUST013391,1774,1,548.99,1,1,1,111,Lost Customers
CUST013392,1169,1,1111.6,1,1,2,112,Lost Customers
CUST013393,887,3,2689.33,2,4,4,244,Loyal Customers
CUST013394,274,2,1178.44,4,2,2,422,Others
CUST013395,48,2,625.63,5,2,1,521,Others
CUST013396,34,1,796.35,5,1,2,512,Others
CUST013399,329,1,1840.89,4,1,3,413,Others
CUST013400,201,3,3919.0600000000004,4,4,5,445,Champions
CUST013401,656,2,1954.9699999999998,3,2,3,323,Others
CUST013402,743,3,3999.18,2,4,5,245,Loyal Customers
CUST013403,592,1,1057.73,3,1,2,312,Others
CUST013404,160,3,2483.9700000000003,5,4,4,544,Champions
CUST013405,328,1,1384.71,4,1,2,412,Others
CUST013406,1199,2,3303.2200000000003,1,2,4,124,Lost Customers
CUST013407,469,2,620.81,3,2,1,321,Others
CUST013408,616,2,715.6800000000001,3,2,2,322,Others
CUST013409,1165,2,449.27,1,2,1,121,Lost Customers
CUST013410,311,2,376.68,4,2,1,421,Others
CUST013411,72,4,2587.82,5,5,4,554,Champions
CUST013412,969,2,2045.65,2,2,3,223,Lost Customers
CUST013413,230,2,3472.1400000000003,4,2,5,425,Others
CUST013414,1216,2,3802.99,1,2,5,125,Lost Customers
CUST013415,179,7,6427.2,4,5,5,455,Champions
CUST013416,22,5,3564.65,5,5,5,555,Champions
CUST013417,709,1,1631.41,2,1,3,213,Lost Customers
CUST013418,517,2,954.8399999999999,3,2,2,322,Others
CUST013420,1489,1,370.91,1,1,1,111,Lost Customers
CUST013421,240,3,3473.65,4,4,5,445,Champions
CUST013422,231,6,6885.84,4,5,5,455,Champions
CUST013423,1767,1,1207.39,1,1,2,112,Lost Customers
CUST013424,274,3,2171.38,4,4,3,443,Loyal Customers
CUST013425,974,1,248.34,2,1,1,211,Lost Customers
CUST013426,1020,4,4674.11,2,5,5,255,Loyal Customers
CUST013427,750,4,1764.82,2,5,3,253,Loyal Customers
CUST013428,766,2,2766.19,2,2,4,224,Lost Customers
CUST013429,346,6,3875.55,4,5,5,455,Champions
CUST013430,445,1,900.99,3,1,2,312,Others
CUST013431,407,1,1175.03,3,1,2,312,Others
CUST013432,1068,1,1075.74,2,1,2,212,Lost Customers
CUST013433,1232,2,1536.12,1,2,3,123,Lost Customers
CUST013434,104,1,1592.27,5,1,3,513,Others
CUST013435,62,3,2528.89,5,4,4,544,Champions
CUST013436,70,6,5451.43,5,5,5,555,Champions
CUST013437,332,2,3994.31,4,2,5,425,Others
CUST013439,405,1,1316.36,3,1,2,312,Others
CUST013440,16,5,2585.06,5,5,4,554,Champions
CUST013441,786,2,2995.7799999999997,2,2,4,224,Lost Customers
CUST013442,84,3,2610.83,5,4,4,544,Champions
CUST013443,787,2,2360.5099999999998,2,2,4,224,Lost Customers
CUST013444,363,1,261.42,4,1,1,411,Others
CUST013445,176,4,4076.96,5,5,5,555,Champions
CUST013447,354,3,3947.7200000000003,4,4,5,445,Champions
CUST013448,208,3,1996.75,4,4,3,443,Loyal Customers
CUST013449,333,2,585.5799999999999,4,2,1,421,Others
CUST013450,6,2,2455.99,5,2,4,524,Others
CUST013451,1121,2,2516.52,1,2,4,124,Lost Customers
CUST013452,517,3,3627.83,3,4,5,345,Loyal Customers
CUST013453,969,2,3246.1000000000004,2,2,4,224,Lost Customers
CUST013454,67,2,470.72,5,2,1,521,Others
CUST013455,1134,3,863.11,1,4,2,142,At Risk
CUST013456,405,4,5432.42,3,5,5,355,Loyal Customers
CUST013457,303,2,2025.24,4,2,3,423,Others
CUST013458,292,2,733.02,4,2,2,422,Others
CUST013459,1067,2,1004.34,2,2,2,222,Lost Customers
CUST013460,46,2,2580.64,5,2,4,524,Others
CUST013461,136,1,1680.49,5,1,3,513,Others
CUST013462,323,4,3821.8999999999996,4,5,5,455,Champions
CUST013463,98,3,1003.9200000000001,5,4,2,542,Potential Loyalists
CUST013464,447,3,1550.47,3,4,3,343,Loyal Customers
CUST013465,1587,1,986.2,1,1,2,112,Lost Customers
CUST013466,1460,1,2102.6,1,1,3,113,Lost Customers
CUST013467,676,4,4225.65,2,5,5,255,Loyal Customers
CUST013468,1803,1,1860.78,1,1,3,113,Lost Customers
CUST013470,1407,2,3754.43,1,2,5,125,Lost Customers
CUST013471,651,2,630.6300000000001,3,2,1,321,Others
CUST013472,191,2,1433.9299999999998,4,2,3,423,Others
CUST013473,1309,2,4152.08,1,2,5,125,Lost Customers
CUST013474,638,2,2072.39,3,2,3,323,Others
CUST013475,167,3,1905.84,5,4,3,543,Loyal Customers
CUST013476,523,2,3192.95,3,2,4,324,Others
CUST013477,1536,1,2082.94,1,1,3,113,Lost Customers
CUST013479,609,2,1800.8200000000002,3,2,3,323,Others
CUST013481,60,1,1648.18,5,1,3,513,Others
CUST013482,199,2,4516.17,4,2,5,425,Others
CUST013484,1212,2,542.1,1,2,1,121,Lost Customers
CUST013485,843,1,2171.29,2,1,3,213,Lost Customers
CUST013486,300,3,2679.77,4,4,4,444,Champions
CUST013487,1706,1,191.64,1,1,1,111,Lost Customers
CUST013488,23,5,3836.07,5,5,5,555,Champions
CUST013489,418,5,2939.0,3,5,4,354,Loyal Customers
CUST013490,25,3,4093.6,5,4,5,545,Champions
CUST013491,1421,1,180.49,1,1,1,111,Lost Customers
CUST013492,135,3,1517.34,5,4,3,543,Loyal Customers
CUST013493,59,4,3979.97,5,5,5,555,Champions
CUST013494,836,1,435.54,2,1,1,211,Lost Customers
CUST013495,451,1,217.98,3,1,1,311,Others
CUST013496,410,2,1114.64,3,2,2,322,Others
CUST013499,18,2,2414.58,5,2,4,524,Others
CUST013500,631,1,846.19,3,1,2,312,Others
CUST013501,136,6,7932.42,5,5,5,555,Champions
CUST013502,44,4,1917.45,5,5,3,553,Loyal Customers
CUST013503,1541,1,1212.85,1,1,2,112,Lost Customers
CUST013504,232,4,3227.42,4,5,4,454,Champions
CUST013505,322,4,2377.2000000000003,4,5,4,454,Champions
CUST013507,1495,2,2159.3,1,2,3,123,Lost Customers
CUST013508,101,3,3496.84,5,4,5,545,Champions
CUST013509,72,1,1339.34,5,1,2,512,Others
CUST013510,77,3,4863.06,5,4,5,545,Champions
CUST013511,773,5,7042.7699999999995,2,5,5,255,Loyal Customers
CUST013512,1523,3,2169.41,1,4,3,143,Loyal Customers
CUST013513,538,2,1094.54,3,2,2,322,Others
CUST013514,840,1,1715.06,2,1,3,213,Lost Customers
CUST013515,558,2,1100.5,3,2,2,322,Others
CUST013516,708,3,5544.58,2,4,5,245,Loyal Customers
CUST013517,563,1,972.24,3,1,2,312,Others
CUST013518,116,2,2278.74,5,2,4,524,Others
CUST013519,1457,2,1022.31,1,2,2,122,Lost Customers
CUST013521,420,3,2311.73,3,4,4,344,Loyal Customers
CUST013522,119,4,4182.12,5,5,5,555,Champions
CUST013523,365,1,593.32,4,1,1,411,Others
CUST013524,531,3,1830.31,3,4,3,343,Loyal Customers
CUST013525,171,3,4386.82,5,4,5,545,Champions
CUST013526,205,4,3785.2799999999997,4,5,5,455,Champions
CUST013527,38,2,788.5,5,2,2,522,Others
CUST013528,1446,2,3412.08,1,2,5,125,Lost Customers
CUST013529,535,2,1747.1100000000001,3,2,3,323,Others
CUST013530,72,2,1485.76,5,2,3,523,Others
CUST013531,674,1,984.31,2,1,2,212,Lost Customers
CUST013532,188,5,7191.36,4,5,5,455,Champions
CUST013533,375,3,1290.49,4,4,2,442,Potential Loyalists
CUST013534,51,3,4381.93,5,4,5,545,Champions
CUST013535,642,4,4785.62,3,5,5,355,Loyal Customers
CUST013537,215,2,661.27,4,2,1,421,Others
CUST013539,1552,1,114.3,1,1,1,111,Lost Customers
CUST013541,949,4,2789.5299999999997,2,5,4,254,Loyal Customers
CUST013542,1062,1,1330.55,2,1,2,212,Lost Customers
CUST013544,406,4,5270.78,3,5,5,355,Loyal Customers
CUST013546,669,2,2729.9,3,2,4,324,Others
CUST013547,1749,1,1116.91,1,1,2,112,Lost Customers
CUST013548,250,3,2335.64,4,4,4,444,Champions
CUST013549,932,2,2371.7,2,2,4,224,Lost Customers
CUST013550,842,2,76.41,2,2,1,221,Lost Customers
CUST013551,1325,1,618.43,1,1,1,111,Lost Customers
CUST013553,276,2,1352.15,4,2,2,422,Others
CUST013554,686,4,1784.0,2,5,3,253,Loyal Customers
CUST013555,786,2,2586.06,2,2,4,224,Lost Customers
CUST013556,46,2,202.61,5,2,1,521,Others
CUST013557,1512,2,863.6400000000001,1,2,2,122,Lost Customers
CUST013559,375,5,6777.23,4,5,5,455,Champions
CUST013560,966,2,3987.2400000000002,2,2,5,225,Lost Customers
CUST013561,950,2,1321.8600000000001,2,2,2,222,Lost Customers
CUST013562,258,3,5025.110000000001,4,4,5,445,Champions
CUST013563,46,3,4116.889999999999,5,4,5,545,Champions
CUST013566,1154,4,2528.04,1,5,4,154,Loyal Customers
CUST013568,1034,2,726.98,2,2,2,222,Lost Customers
CUST013569,804,4,3240.64,2,5,4,254,Loyal Customers
CUST013570,773,2,1196.44,2,2,2,222,Lost Customers
CUST013573,239,2,2335.34,4,2,4,424,Others
CUST013575,917,2,856.61,2,2,2,222,Lost Customers
CUST013576,1502,1,605.96,1,1,1,111,Lost Customers
CUST013577,1317,2,1075.4,1,2,2,122,Lost Customers
CUST013578,169,1,2895.52,5,1,4,514,Others
CUST013579,91,7,5655.57,5,5,5,555,Champions
CUST013580,650,2,3197.92,3,2,4,324,Others
CUST013581,123,2,1927.3600000000001,5,2,3,523,Others
CUST013582,156,2,1239.02,5,2,2,522,Others
CUST013583,1233,2,2481.84,1,2,4,124,Lost Customers
CUST013584,108,2,2009.81,5,2,3,523,Others
CUST013585,254,2,1535.1599999999999,4,2,3,423,Others
CUST013588,101,3,2152.4700000000003,5,4,3,543,Loyal Customers
CUST013589,348,3,1071.74,4,4,2,442,Potential Loyalists
CUST013590,301,3,1412.0,4,4,2,442,Potential Loyalists
CUST013591,520,2,3057.55,3,2,4,324,Others
CUST013592,656,2,2779.74,3,2,4,324,Others
CUST013594,143,2,3866.8900000000003,5,2,5,525,Others
CUST013595,945,1,345.64,2,1,1,211,Lost Customers
CUST013597,652,3,1285.96,3,4,2,342,Others
CUST013598,78,3,5339.48,5,4,5,545,Champions
CUST013599,1344,1,567.26,1,1,1,111,Lost Customers
CUST013600,1021,2,2469.32,2,2,4,224,Lost Customers
CUST013602,1340,1,512.69,1,1,1,111,Lost Customers
CUST013603,530,3,2876.37,3,4,4,344,Loyal Customers
CUST013604,1511,2,889.65,1,2,2,122,Lost Customers
CUST013605,237,5,7172.95,4,5,5,455,Champions
CUST013606,408,3,1236.32,3,4,2,342,Others
CUST013607,219,3,2350.07,4,4,4,444,Champions
CUST013608,19,3,3849.27,5,4,5,545,Champions
CUST013609,1355,1,229.04,1,1,1,111,Lost Customers
CUST013610,235,4,5670.09,4,5,5,455,Champions
CUST013612,487,1,508.92,3,1,1,311,Others
CUST013613,1045,1,728.84,2,1,2,212,Lost Customers
CUST013614,359,2,1157.94,4,2,2,422,Others
CUST013615,555,1,892.96,3,1,2,312,Others
CUST013616,976,1,1234.19,2,1,2,212,Lost Customers
CUST013617,509,1,612.13,3,1,1,311,Others
CUST013618,823,2,938.95,2,2,2,222,Lost Customers
CUST013621,391,2,395.1,3,2,1,321,Others
CUST013622,428,3,2260.7799999999997,3,4,4,344,Loyal Customers
CUST013623,225,1,133.28,4,1,1,411,Others
CUST013625,1578,1,507.76,1,1,1,111,Lost Customers
CUST013626,496,3,2476.63,3,4,4,344,Loyal Customers
CUST013627,437,4,975.81,3,5,2,352,Others
CUST013628,265,3,2973.57,4,4,4,444,Champions
CUST013629,295,2,1675.79,4,2,3,423,Others
CUST013630,1,1,324.02,5,1,1,511,Others
CUST013631,127,1,434.98,5,1,1,511,Others
CUST013632,89,2,1474.62,5,2,3,523,Others
CUST013633,459,3,1316.37,3,4,2,342,Others
CUST013634,1225,1,1398.32,1,1,2,112,Lost Customers
CUST013636,321,3,3258.71,4,4,4,444,Champions
CUST013637,23,3,4622.65,5,4,5,545,Champions
CUST013638,55,1,788.95,5,1,2,512,Others
CUST013639,277,4,4162.47,4,5,5,455,Champions
CUST013640,983,2,527.17,2,2,1,221,Lost Customers
CUST013642,807,2,1128.59,2,2,2,222,Lost Customers
CUST013643,131,3,2117.2799999999997,5,4,3,543,Loyal Customers
CUST013644,1136,3,2376.01,1,4,4,144,Loyal Customers
CUST013645,877,2,2588.84,2,2,4,224,Lost Customers
CUST013647,716,1,558.74,2,1,1,211,Lost Customers
CUST013649,443,3,2010.34,3,4,3,343,Loyal Customers
CUST013650,1014,1,2006.05,2,1,3,213,Lost Customers
CUST013651,1494,2,4044.79,1,2,5,125,Lost Customers
CUST013652,1687,1,1557.88,1,1,3,113,Lost Customers
CUST013653,1692,1,813.63,1,1,2,112,Lost Customers
CUST013654,524,4,1900.51,3,5,3,353,Loyal Customers
CUST013656,1685,1,1168.18,1,1,2,112,Lost Customers
CUST013658,285,3,3883.81,4,4,5,445,Champions
CUST013659,1059,1,439.2,2,1,1,211,Lost Customers
CUST013660,677,2,645.82,2,2,1,221,Lost Customers
CUST013661,35,2,1520.92,5,2,3,523,Others
CUST013662,182,2,919.13,4,2,2,422,Others
CUST013663,53,2,1858.3799999999999,5,2,3,523,Others
CUST013664,222,3,2229.17,4,4,4,444,Champions
CUST013665,482,1,1975.6,3,1,3,313,Others
CUST013666,142,1,618.09,5,1,1,511,Others
CUST013667,522,1,1274.67,3,1,2,312,Others
CUST013668,998,2,1605.67,2,2,3,223,Lost Customers
CUST013670,374,2,1417.73,4,2,3,423,Others
CUST013671,336,3,6783.82,4,4,5,445,Champions
CUST013672,674,2,2587.71,2,2,4,224,Lost Customers
